* eeschema netlist version 1.1 (spice format) creation date: thu jun  4 14:46:46 2015
AC Analysis  Mon Jun 22 12:00:29  2015
--------------------------------------------------------------------------------
Index   frequency       v1#branch                       
--------------------------------------------------------------------------------
0	1.000000e+01	-2.84038e-11,	-4.47862e-11	
1	1.010200e+05	-3.25947e-10,	-1.47064e-09	
2	2.020300e+05	-9.54017e-10,	-2.74464e-09	
3	3.030400e+05	-1.83286e-09,	-3.70449e-09	
4	4.040500e+05	-2.80363e-09,	-4.33190e-09	
5	5.050600e+05	-3.74860e-09,	-4.67582e-09	
6	6.060700e+05	-4.60309e-09,	-4.80907e-09	
7	7.070800e+05	-5.34327e-09,	-4.80018e-09	
8	8.080900e+05	-5.96933e-09,	-4.70259e-09	
9	9.091000e+05	-6.49258e-09,	-4.55390e-09	
10	1.010110e+06	-6.92796e-09,	-4.37901e-09	
11	1.111120e+06	-7.29029e-09,	-4.19365e-09	
12	1.212130e+06	-7.59270e-09,	-4.00746e-09	
13	1.313140e+06	-7.84626e-09,	-3.82605e-09	
14	1.414150e+06	-8.06002e-09,	-3.65254e-09	
15	1.515160e+06	-8.24128e-09,	-3.48847e-09	
16	1.616170e+06	-8.39591e-09,	-3.33440e-09	
17	1.717180e+06	-8.52861e-09,	-3.19034e-09	
18	1.818190e+06	-8.64316e-09,	-3.05596e-09	
19	1.919200e+06	-8.74258e-09,	-2.93075e-09	
20	2.020210e+06	-8.82935e-09,	-2.81413e-09	
21	2.121220e+06	-8.90545e-09,	-2.70547e-09	
22	2.222230e+06	-8.97253e-09,	-2.60416e-09	
23	2.323240e+06	-9.03192e-09,	-2.50962e-09	
24	2.424250e+06	-9.08473e-09,	-2.42130e-09	
25	2.525260e+06	-9.13188e-09,	-2.33868e-09	
26	2.626270e+06	-9.17415e-09,	-2.26129e-09	
27	2.727280e+06	-9.21217e-09,	-2.18871e-09	
28	2.828290e+06	-9.24649e-09,	-2.12054e-09	
29	2.929300e+06	-9.27758e-09,	-2.05644e-09	
30	3.030310e+06	-9.30583e-09,	-1.99607e-09	
31	3.131320e+06	-9.33157e-09,	-1.93914e-09	
32	3.232330e+06	-9.35509e-09,	-1.88540e-09	
33	3.333340e+06	-9.37664e-09,	-1.83459e-09	
34	3.434350e+06	-9.39644e-09,	-1.78650e-09	
35	3.535360e+06	-9.41467e-09,	-1.74093e-09	
36	3.636370e+06	-9.43150e-09,	-1.69770e-09	
37	3.737380e+06	-9.44707e-09,	-1.65663e-09	
38	3.838390e+06	-9.46150e-09,	-1.61760e-09	
39	3.939400e+06	-9.47492e-09,	-1.58044e-09	
40	4.040410e+06	-9.48740e-09,	-1.54505e-09	
41	4.141420e+06	-9.49905e-09,	-1.51129e-09	
42	4.242430e+06	-9.50993e-09,	-1.47907e-09	
43	4.343440e+06	-9.52012e-09,	-1.44829e-09	
44	4.444450e+06	-9.52967e-09,	-1.41886e-09	
45	4.545460e+06	-9.53864e-09,	-1.39070e-09	
46	4.646470e+06	-9.54708e-09,	-1.36373e-09	
47	4.747480e+06	-9.55504e-09,	-1.33788e-09	
48	4.848490e+06	-9.56254e-09,	-1.31308e-09	
49	4.949500e+06	-9.56964e-09,	-1.28928e-09	
50	5.050510e+06	-9.57635e-09,	-1.26641e-09	
51	5.151520e+06	-9.58272e-09,	-1.24443e-09	
52	5.252530e+06	-9.58876e-09,	-1.22329e-09	
53	5.353540e+06	-9.59450e-09,	-1.20295e-09	
54	5.454550e+06	-9.59996e-09,	-1.18335e-09	

Index   frequency       v1#branch                       
--------------------------------------------------------------------------------
55	5.555560e+06	-9.60517e-09,	-1.16447e-09	
56	5.656570e+06	-9.61013e-09,	-1.14627e-09	
57	5.757580e+06	-9.61487e-09,	-1.12871e-09	
58	5.858590e+06	-9.61941e-09,	-1.11175e-09	
59	5.959600e+06	-9.62375e-09,	-1.09538e-09	
60	6.060610e+06	-9.62791e-09,	-1.07956e-09	
61	6.161620e+06	-9.63190e-09,	-1.06427e-09	
62	6.262630e+06	-9.63573e-09,	-1.04948e-09	
63	6.363640e+06	-9.63942e-09,	-1.03516e-09	
64	6.464650e+06	-9.64296e-09,	-1.02131e-09	
65	6.565660e+06	-9.64638e-09,	-1.00789e-09	
66	6.666670e+06	-9.64967e-09,	-9.94882e-10	
67	6.767680e+06	-9.65285e-09,	-9.82276e-10	
68	6.868690e+06	-9.65593e-09,	-9.70051e-10	
69	6.969700e+06	-9.65890e-09,	-9.58191e-10	
70	7.070710e+06	-9.66177e-09,	-9.46680e-10	
71	7.171720e+06	-9.66456e-09,	-9.35504e-10	
72	7.272730e+06	-9.66726e-09,	-9.24649e-10	
73	7.373740e+06	-9.66988e-09,	-9.14103e-10	
74	7.474750e+06	-9.67242e-09,	-9.03851e-10	
75	7.575760e+06	-9.67489e-09,	-8.93884e-10	
76	7.676770e+06	-9.67730e-09,	-8.84189e-10	
77	7.777780e+06	-9.67964e-09,	-8.74756e-10	
78	7.878790e+06	-9.68192e-09,	-8.65575e-10	
79	7.979800e+06	-9.68415e-09,	-8.56637e-10	
80	8.080810e+06	-9.68631e-09,	-8.47932e-10	
81	8.181820e+06	-9.68843e-09,	-8.39451e-10	
82	8.282830e+06	-9.69050e-09,	-8.31187e-10	
83	8.383840e+06	-9.69252e-09,	-8.23131e-10	
84	8.484850e+06	-9.69450e-09,	-8.15276e-10	
85	8.585860e+06	-9.69643e-09,	-8.07614e-10	
86	8.686870e+06	-9.69833e-09,	-8.00139e-10	
87	8.787880e+06	-9.70018e-09,	-7.92845e-10	
88	8.888890e+06	-9.70200e-09,	-7.85725e-10	
89	8.989900e+06	-9.70379e-09,	-7.78772e-10	
90	9.090910e+06	-9.70554e-09,	-7.71982e-10	
91	9.191920e+06	-9.70726e-09,	-7.65349e-10	
92	9.292930e+06	-9.70895e-09,	-7.58867e-10	
93	9.393940e+06	-9.71061e-09,	-7.52532e-10	
94	9.494950e+06	-9.71225e-09,	-7.46339e-10	
95	9.595960e+06	-9.71386e-09,	-7.40282e-10	
96	9.696970e+06	-9.71544e-09,	-7.34359e-10	
97	9.797980e+06	-9.71700e-09,	-7.28563e-10	
98	9.898990e+06	-9.71853e-09,	-7.22892e-10	
99	1.000000e+07	-9.72005e-09,	-7.17342e-10	

* eeschema netlist version 1.1 (spice format) creation date: thu jun  4 14:46:46 2015
AC Analysis  Mon Jun 22 12:00:29  2015
--------------------------------------------------------------------------------
Index   frequency       v2#branch                       
--------------------------------------------------------------------------------
0	1.000000e+01	-1.73151e-08,	-1.10122e-08	
1	1.010200e+05	-9.50369e-08,	1.507645e-08	
2	2.020300e+05	-8.84848e-08,	2.846590e-08	
3	3.030400e+05	-7.93160e-08,	3.849663e-08	
4	4.040500e+05	-6.91881e-08,	4.503865e-08	
5	5.050600e+05	-5.93297e-08,	4.861472e-08	
6	6.060700e+05	-5.04155e-08,	4.998866e-08	
7	7.070800e+05	-4.26940e-08,	4.987731e-08	
8	8.080900e+05	-3.61635e-08,	4.883903e-08	
9	9.091000e+05	-3.07059e-08,	4.726675e-08	
10	1.010110e+06	-2.61652e-08,	4.542033e-08	
11	1.111120e+06	-2.23870e-08,	4.346434e-08	
12	1.212130e+06	-1.92340e-08,	4.149922e-08	
13	1.313140e+06	-1.65910e-08,	3.958384e-08	
14	1.414150e+06	-1.43635e-08,	3.775066e-08	
15	1.515160e+06	-1.24752e-08,	3.601576e-08	
16	1.616170e+06	-1.08650e-08,	3.438515e-08	
17	1.717180e+06	-9.48376e-09,	3.285889e-08	
18	1.818190e+06	-8.29216e-09,	3.143357e-08	
19	1.919200e+06	-7.25848e-09,	3.010391e-08	
20	2.020210e+06	-6.35709e-09,	2.886378e-08	
21	2.121220e+06	-5.56713e-09,	2.770674e-08	
22	2.222230e+06	-4.87158e-09,	2.662641e-08	
23	2.323240e+06	-4.25642e-09,	2.561668e-08	
24	2.424250e+06	-3.71009e-09,	2.467182e-08	
25	2.525260e+06	-3.22298e-09,	2.378649e-08	
26	2.626270e+06	-2.78706e-09,	2.295582e-08	
27	2.727280e+06	-2.39560e-09,	2.217532e-08	
28	2.828290e+06	-2.04290e-09,	2.144093e-08	
29	2.929300e+06	-1.72416e-09,	2.074893e-08	
30	3.030310e+06	-1.43526e-09,	2.009598e-08	
31	3.131320e+06	-1.17271e-09,	1.947902e-08	
32	3.232330e+06	-9.33473e-10,	1.889527e-08	
33	3.333340e+06	-7.14964e-10,	1.834224e-08	
34	3.434350e+06	-5.14928e-10,	1.781764e-08	
35	3.535360e+06	-3.31410e-10,	1.731939e-08	
36	3.636370e+06	-1.62704e-10,	1.684560e-08	
37	3.737380e+06	-7.31851e-12,	1.639455e-08	
38	3.838390e+06	1.360568e-10,	1.596468e-08	
39	3.939400e+06	2.685752e-10,	1.555454e-08	
40	4.040410e+06	3.912551e-10,	1.516283e-08	
41	4.141420e+06	5.049987e-10,	1.478833e-08	
42	4.242430e+06	6.106071e-10,	1.442996e-08	
43	4.343440e+06	7.087936e-10,	1.408668e-08	
44	4.444450e+06	8.001951e-10,	1.375757e-08	
45	4.545460e+06	8.853813e-10,	1.344177e-08	
46	4.646470e+06	9.648634e-10,	1.313849e-08	
47	4.747480e+06	1.039101e-09,	1.284699e-08	
48	4.848490e+06	1.108507e-09,	1.256660e-08	
49	4.949500e+06	1.173456e-09,	1.229668e-08	
50	5.050510e+06	1.234286e-09,	1.203667e-08	
51	5.151520e+06	1.291303e-09,	1.178601e-08	
52	5.252530e+06	1.344785e-09,	1.154421e-08	
53	5.353540e+06	1.394985e-09,	1.131079e-08	
54	5.454550e+06	1.442134e-09,	1.108533e-08	

Index   frequency       v2#branch                       
--------------------------------------------------------------------------------
55	5.555560e+06	1.486443e-09,	1.086742e-08	
56	5.656570e+06	1.528102e-09,	1.065668e-08	
57	5.757580e+06	1.567290e-09,	1.045275e-08	
58	5.858590e+06	1.604166e-09,	1.025531e-08	
59	5.959600e+06	1.638881e-09,	1.006405e-08	
60	6.060610e+06	1.671570e-09,	9.878664e-09	
61	6.161620e+06	1.702358e-09,	9.698893e-09	
62	6.262630e+06	1.731363e-09,	9.524478e-09	
63	6.363640e+06	1.758691e-09,	9.355178e-09	
64	6.464650e+06	1.784441e-09,	9.190766e-09	
65	6.565660e+06	1.808705e-09,	9.031029e-09	
66	6.666670e+06	1.831567e-09,	8.875767e-09	
67	6.767680e+06	1.853108e-09,	8.724790e-09	
68	6.868690e+06	1.873400e-09,	8.577919e-09	
69	6.969700e+06	1.892511e-09,	8.434985e-09	
70	7.070710e+06	1.910506e-09,	8.295829e-09	
71	7.171720e+06	1.927442e-09,	8.160299e-09	
72	7.272730e+06	1.943376e-09,	8.028253e-09	
73	7.373740e+06	1.958360e-09,	7.899555e-09	
74	7.474750e+06	1.972441e-09,	7.774076e-09	
75	7.575760e+06	1.985664e-09,	7.651695e-09	
76	7.676770e+06	1.998073e-09,	7.532297e-09	
77	7.777780e+06	2.009707e-09,	7.415770e-09	
78	7.878790e+06	2.020603e-09,	7.302011e-09	
79	7.979800e+06	2.030796e-09,	7.190921e-09	
80	8.080810e+06	2.040319e-09,	7.082405e-09	
81	8.181820e+06	2.049204e-09,	6.976372e-09	
82	8.282830e+06	2.057479e-09,	6.872738e-09	
83	8.383840e+06	2.065172e-09,	6.771420e-09	
84	8.484850e+06	2.072310e-09,	6.672340e-09	
85	8.585860e+06	2.078916e-09,	6.575425e-09	
86	8.686870e+06	2.085014e-09,	6.480602e-09	
87	8.787880e+06	2.090625e-09,	6.387804e-09	
88	8.888890e+06	2.095772e-09,	6.296966e-09	
89	8.989900e+06	2.100472e-09,	6.208026e-09	
90	9.090910e+06	2.104746e-09,	6.120924e-09	
91	9.191920e+06	2.108610e-09,	6.035605e-09	
92	9.292930e+06	2.112082e-09,	5.952012e-09	
93	9.393940e+06	2.115177e-09,	5.870095e-09	
94	9.494950e+06	2.117910e-09,	5.789802e-09	
95	9.595960e+06	2.120297e-09,	5.711087e-09	
96	9.696970e+06	2.122350e-09,	5.633902e-09	
97	9.797980e+06	2.124083e-09,	5.558205e-09	
98	9.898990e+06	2.125508e-09,	5.483951e-09	
99	1.000000e+07	2.126637e-09,	5.411102e-09	
